Epoch: [209/500] step: [39/2] time: 8.235s, g_loss:0.099, d_loss: 1.384
Epoch: [218/500] step: [31/2] time: 8.217s, g_loss:0.098, d_loss: 1.388
Epoch: [218/500] step: [32/2] time: 8.168s, g_loss:0.104, d_loss: 1.388
Epoch: [218/500] step: [33/2] time: 8.226s, g_loss:0.077, d_loss: 1.387
Epoch: [218/500] step: [34/2] time: 8.185s, g_loss:0.096, d_loss: 1.385
Epoch: [218/500] step: [35/2] time: 8.207s, g_loss:0.097, d_loss: 1.390
Epoch: [218/500] step: [36/2] time: 8.247s, g_loss:0.096, d_loss: 1.385
Epoch: [218/500] step: [37/2] time: 8.204s, g_loss:0.098, d_loss: 1.389
Epoch: [218/500] step: [38/2] time: 8.206s, g_loss:0.095, d_loss: 1.390
Epoch: [218/500] step: [39/2] time: 8.207s, g_loss:0.091, d_loss: 1.388
Epoch: [218/500] step: [40/2] time: 8.227s, g_loss:0.089, d_loss: 1.390
Epoch: [218/500] step: [41/2] time: 8.245s, g_loss:0.091, d_loss: 1.390
Epoch: [218/500] step: [42/2] time: 8.188s, g_loss:0.103, d_loss: 1.387
Epoch: [218/500] step: [43/2] time: 8.202s, g_loss:0.110, d_loss: 1.384
Epoch: [218/500] step: [44/2] time: 8.245s, g_loss:0.091, d_loss: 1.387
Epoch: [218/500] step: [45/2] time: 8.210s, g_loss:0.092, d_loss: 1.384
Epoch: [218/500] step: [46/2] time: 8.225s, g_loss:0.084, d_loss: 1.387
Epoch: [218/500] step: [47/2] time: 8.221s, g_loss:0.089, d_loss: 1.388
Epoch: [218/500] step: [48/2] time: 8.213s, g_loss:0.107, d_loss: 1.386
Epoch: [218/500] step: [49/2] time: 8.223s, g_loss:0.091, d_loss: 1.389
Epoch: [218/500] step: [50/2] time: 8.230s, g_loss:0.094, d_loss: 1.387
Epoch: [218/500] step: [51/2] time: 8.213s, g_loss:0.102, d_loss: 1.388
Epoch: [218/500] step: [52/2] time: 8.207s, g_loss:0.094, d_loss: 1.385
Epoch: [218/500] step: [53/2] time: 8.202s, g_loss:0.098, d_loss: 1.384
Epoch: [218/500] step: [54/2] time: 8.207s, g_loss:0.106, d_loss: 1.387
Epoch: [218/500] step: [55/2] time: 8.176s, g_loss:0.100, d_loss: 1.386
Epoch: [218/500] step: [56/2] time: 8.160s, g_loss:0.097, d_loss: 1.387
Epoch: [218/500] step: [57/2] time: 8.215s, g_loss:0.105, d_loss: 1.388
Epoch: [218/500] step: [58/2] time: 8.219s, g_loss:0.087, d_loss: 1.387
Epoch: [218/500] step: [59/2] time: 8.252s, g_loss:0.107, d_loss: 1.385
Epoch: [218/500] step: [60/2] time: 8.211s, g_loss:0.101, d_loss: 1.382
Epoch: [218/500] step: [61/2] time: 8.187s, g_loss:0.098, d_loss: 1.386
Epoch: [218/500] step: [62/2] time: 8.177s, g_loss:0.097, d_loss: 1.384
Epoch: [218/500] step: [63/2] time: 8.243s, g_loss:0.091, d_loss: 1.385
Epoch: [218/500] step: [64/2] time: 8.226s, g_loss:0.095, d_loss: 1.388
Epoch: [218/500] step: [65/2] time: 8.236s, g_loss:0.078, d_loss: 1.383
Epoch: [218/500] step: [66/2] time: 8.216s, g_loss:0.095, d_loss: 1.383
Epoch: [218/500] step: [67/2] time: 8.202s, g_loss:0.092, d_loss: 1.384
Epoch: [218/500] step: [68/2] time: 8.225s, g_loss:0.095, d_loss: 1.384
Epoch: [218/500] step: [69/2] time: 3.922s, g_loss:0.119, d_loss: 1.395
Epoch 219: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [219/500] step: [0/2] time: 8.185s, g_loss:0.083, d_loss: 1.386
Epoch: [219/500] step: [1/2] time: 8.160s, g_loss:0.112, d_loss: 1.382
Epoch: [219/500] step: [2/2] time: 8.220s, g_loss:0.095, d_loss: 1.384
Epoch: [219/500] step: [3/2] time: 8.238s, g_loss:0.085, d_loss: 1.386
Epoch: [219/500] step: [4/2] time: 8.231s, g_loss:0.077, d_loss: 1.388
Epoch: [219/500] step: [5/2] time: 8.213s, g_loss:0.096, d_loss: 1.384
Epoch: [219/500] step: [6/2] time: 8.231s, g_loss:0.073, d_loss: 1.387
Epoch: [219/500] step: [7/2] time: 8.243s, g_loss:0.104, d_loss: 1.386
Epoch: [219/500] step: [8/2] time: 8.188s, g_loss:0.099, d_loss: 1.384
Epoch: [219/500] step: [9/2] time: 8.207s, g_loss:0.092, d_loss: 1.386
Epoch: [219/500] step: [10/2] time: 8.158s, g_loss:0.103, d_loss: 1.386
Epoch: [219/500] step: [11/2] time: 8.215s, g_loss:0.109, d_loss: 1.384
Epoch: [219/500] step: [12/2] time: 8.170s, g_loss:0.118, d_loss: 1.386
Epoch: [219/500] step: [13/2] time: 8.189s, g_loss:0.098, d_loss: 1.387
Epoch: [219/500] step: [14/2] time: 8.214s, g_loss:0.095, d_loss: 1.387
Epoch: [219/500] step: [15/2] time: 8.179s, g_loss:0.109, d_loss: 1.380
Epoch: [219/500] step: [16/2] time: 8.226s, g_loss:0.090, d_loss: 1.388
Epoch: [219/500] step: [17/2] time: 8.183s, g_loss:0.114, d_loss: 1.386
Epoch: [219/500] step: [18/2] time: 8.213s, g_loss:0.097, d_loss: 1.387
Epoch: [219/500] step: [19/2] time: 8.213s, g_loss:0.095, d_loss: 1.385
Epoch: [219/500] step: [20/2] time: 8.224s, g_loss:0.099, d_loss: 1.385
Epoch: [219/500] step: [21/2] time: 8.184s, g_loss:0.098, d_loss: 1.387
Epoch: [219/500] step: [22/2] time: 8.207s, g_loss:0.093, d_loss: 1.381
Epoch: [219/500] step: [23/2] time: 8.213s, g_loss:0.086, d_loss: 1.387
Epoch: [219/500] step: [24/2] time: 8.215s, g_loss:0.104, d_loss: 1.384
Epoch: [219/500] step: [25/2] time: 8.221s, g_loss:0.106, d_loss: 1.375
Epoch: [219/500] step: [26/2] time: 8.212s, g_loss:0.093, d_loss: 1.387
Epoch: [219/500] step: [27/2] time: 8.237s, g_loss:0.098, d_loss: 1.386
Epoch: [219/500] step: [28/2] time: 8.177s, g_loss:0.078, d_loss: 1.384
Epoch: [219/500] step: [29/2] time: 8.232s, g_loss:0.087, d_loss: 1.380
Epoch: [219/500] step: [30/2] time: 8.174s, g_loss:0.090, d_loss: 1.387
Epoch: [219/500] step: [31/2] time: 8.209s, g_loss:0.097, d_loss: 1.384
Epoch: [219/500] step: [32/2] time: 8.195s, g_loss:0.084, d_loss: 1.384
Epoch: [219/500] step: [33/2] time: 8.206s, g_loss:0.092, d_loss: 1.386
Epoch: [219/500] step: [34/2] time: 8.211s, g_loss:0.106, d_loss: 1.383
Epoch: [219/500] step: [35/2] time: 8.263s, g_loss:0.087, d_loss: 1.387
Epoch: [219/500] step: [36/2] time: 8.173s, g_loss:0.093, d_loss: 1.385
Epoch: [219/500] step: [37/2] time: 8.248s, g_loss:0.089, d_loss: 1.385
Epoch: [219/500] step: [38/2] time: 8.205s, g_loss:0.089, d_loss: 1.386
Epoch: [219/500] step: [39/2] time: 8.236s, g_loss:0.092, d_loss: 1.386
Epoch: [219/500] step: [40/2] time: 8.212s, g_loss:0.079, d_loss: 1.379
Epoch: [219/500] step: [41/2] time: 8.231s, g_loss:0.093, d_loss: 1.386
Epoch: [219/500] step: [42/2] time: 8.208s, g_loss:0.081, d_loss: 1.387
Epoch: [219/500] step: [43/2] time: 8.196s, g_loss:0.086, d_loss: 1.383
Epoch: [219/500] step: [44/2] time: 8.216s, g_loss:0.089, d_loss: 1.386
Epoch: [219/500] step: [45/2] time: 8.215s, g_loss:0.109, d_loss: 1.389
Epoch: [219/500] step: [46/2] time: 8.198s, g_loss:0.090, d_loss: 1.387
Epoch: [219/500] step: [47/2] time: 8.236s, g_loss:0.091, d_loss: 1.387
Epoch: [219/500] step: [48/2] time: 8.215s, g_loss:0.104, d_loss: 1.385
Epoch: [219/500] step: [49/2] time: 8.199s, g_loss:0.089, d_loss: 1.387
Epoch: [219/500] step: [50/2] time: 8.211s, g_loss:0.088, d_loss: 1.387
Epoch: [219/500] step: [51/2] time: 8.213s, g_loss:0.086, d_loss: 1.386
Epoch: [219/500] step: [52/2] time: 8.213s, g_loss:0.097, d_loss: 1.390
Epoch: [219/500] step: [53/2] time: 8.214s, g_loss:0.100, d_loss: 1.387
Epoch: [219/500] step: [54/2] time: 8.190s, g_loss:0.091, d_loss: 1.387
Epoch: [219/500] step: [55/2] time: 8.186s, g_loss:0.096, d_loss: 1.387
Epoch: [219/500] step: [56/2] time: 8.190s, g_loss:0.091, d_loss: 1.385
Epoch: [219/500] step: [57/2] time: 8.157s, g_loss:0.101, d_loss: 1.387
Epoch: [219/500] step: [58/2] time: 8.208s, g_loss:0.096, d_loss: 1.391
Epoch: [219/500] step: [59/2] time: 8.138s, g_loss:0.091, d_loss: 1.387
Epoch: [219/500] step: [60/2] time: 8.224s, g_loss:0.094, d_loss: 1.387
Epoch: [219/500] step: [61/2] time: 8.207s, g_loss:0.097, d_loss: 1.390
Epoch: [219/500] step: [62/2] time: 8.232s, g_loss:0.094, d_loss: 1.380
Epoch: [219/500] step: [63/2] time: 8.206s, g_loss:0.093, d_loss: 1.386
Epoch: [219/500] step: [64/2] time: 8.224s, g_loss:0.090, d_loss: 1.387
Epoch: [219/500] step: [65/2] time: 8.213s, g_loss:0.086, d_loss: 1.385
Epoch: [219/500] step: [66/2] time: 8.236s, g_loss:0.108, d_loss: 1.383
Epoch: [219/500] step: [67/2] time: 8.233s, g_loss:0.103, d_loss: 1.384
Epoch: [219/500] step: [68/2] time: 8.226s, g_loss:0.093, d_loss: 1.385
Epoch: [219/500] step: [69/2] time: 3.855s, g_loss:0.103, d_loss: 1.391
Epoch 220: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [220/500] step: [0/2] time: 8.239s, g_loss:0.088, d_loss: 1.388
Epoch: [220/500] step: [1/2] time: 8.199s, g_loss:0.095, d_loss: 1.382
Epoch: [220/500] step: [2/2] time: 8.246s, g_loss:0.089, d_loss: 1.390
Epoch: [220/500] step: [3/2] time: 8.216s, g_loss:0.092, d_loss: 1.382
Epoch: [220/500] step: [4/2] time: 8.252s, g_loss:0.091, d_loss: 1.387
Epoch: [220/500] step: [5/2] time: 8.225s, g_loss:0.104, d_loss: 1.386
Epoch: [220/500] step: [6/2] time: 8.253s, g_loss:0.091, d_loss: 1.386
Epoch: [220/500] step: [7/2] time: 8.244s, g_loss:0.094, d_loss: 1.385
Epoch: [220/500] step: [8/2] time: 8.214s, g_loss:0.087, d_loss: 1.387
Epoch: [220/500] step: [9/2] time: 8.237s, g_loss:0.107, d_loss: 1.390
Epoch: [220/500] step: [10/2] time: 8.233s, g_loss:0.100, d_loss: 1.388
Epoch: [220/500] step: [11/2] time: 8.255s, g_loss:0.104, d_loss: 1.388
Epoch: [220/500] step: [12/2] time: 8.187s, g_loss:0.087, d_loss: 1.386
Epoch: [220/500] step: [13/2] time: 8.241s, g_loss:0.109, d_loss: 1.390
Epoch: [220/500] step: [14/2] time: 8.213s, g_loss:0.091, d_loss: 1.384
Epoch: [220/500] step: [15/2] time: 8.216s, g_loss:0.091, d_loss: 1.383
Epoch: [220/500] step: [16/2] time: 8.237s, g_loss:0.095, d_loss: 1.386
Epoch: [220/500] step: [17/2] time: 8.228s, g_loss:0.107, d_loss: 1.387
Epoch: [220/500] step: [18/2] time: 8.218s, g_loss:0.090, d_loss: 1.387
Epoch: [220/500] step: [19/2] time: 8.211s, g_loss:0.097, d_loss: 1.388
Epoch: [220/500] step: [20/2] time: 8.259s, g_loss:0.097, d_loss: 1.385
Epoch: [220/500] step: [21/2] time: 8.189s, g_loss:0.103, d_loss: 1.382
Epoch: [220/500] step: [22/2] time: 8.221s, g_loss:0.112, d_loss: 1.383
Epoch: [220/500] step: [23/2] time: 8.184s, g_loss:0.097, d_loss: 1.386
Epoch: [220/500] step: [24/2] time: 8.197s, g_loss:0.100, d_loss: 1.388
Epoch: [220/500] step: [25/2] time: 8.210s, g_loss:0.083, d_loss: 1.386
Epoch: [220/500] step: [26/2] time: 8.195s, g_loss:0.075, d_loss: 1.388
Epoch: [220/500] step: [27/2] time: 8.224s, g_loss:0.097, d_loss: 1.388
Epoch: [220/500] step: [28/2] time: 8.225s, g_loss:0.096, d_loss: 1.388
Epoch: [220/500] step: [29/2] time: 8.221s, g_loss:0.105, d_loss: 1.385
Epoch: [220/500] step: [30/2] time: 8.220s, g_loss:0.100, d_loss: 1.389
Epoch: [220/500] step: [31/2] time: 8.197s, g_loss:0.097, d_loss: 1.387
Epoch: [220/500] step: [32/2] time: 8.203s, g_loss:0.083, d_loss: 1.382
Epoch: [220/500] step: [33/2] time: 8.192s, g_loss:0.092, d_loss: 1.389
Epoch: [220/500] step: [34/2] time: 8.255s, g_loss:0.104, d_loss: 1.383
Epoch: [220/500] step: [35/2] time: 8.240s, g_loss:0.106, d_loss: 1.383
Epoch: [220/500] step: [36/2] time: 8.241s, g_loss:0.091, d_loss: 1.385
Epoch: [220/500] step: [37/2] time: 8.206s, g_loss:0.097, d_loss: 1.391
Epoch: [220/500] step: [38/2] time: 8.249s, g_loss:0.098, d_loss: 1.381
Epoch: [220/500] step: [39/2] time: 8.231s, g_loss:0.103, d_loss: 1.389
Epoch: [220/500] step: [40/2] time: 8.235s, g_loss:0.112, d_loss: 1.386
Epoch: [220/500] step: [41/2] time: 8.239s, g_loss:0.092, d_loss: 1.388
Epoch: [220/500] step: [42/2] time: 8.213s, g_loss:0.085, d_loss: 1.387
Epoch: [220/500] step: [43/2] time: 8.164s, g_loss:0.086, d_loss: 1.383
Epoch: [220/500] step: [44/2] time: 8.169s, g_loss:0.093, d_loss: 1.385
Epoch: [220/500] step: [45/2] time: 8.256s, g_loss:0.089, d_loss: 1.388
Epoch: [220/500] step: [46/2] time: 8.218s, g_loss:0.110, d_loss: 1.389
Epoch: [220/500] step: [47/2] time: 8.164s, g_loss:0.096, d_loss: 1.379
Epoch: [220/500] step: [48/2] time: 8.196s, g_loss:0.097, d_loss: 1.387
Epoch: [220/500] step: [49/2] time: 8.232s, g_loss:0.097, d_loss: 1.380
Epoch: [220/500] step: [50/2] time: 8.213s, g_loss:0.109, d_loss: 1.387
Epoch: [220/500] step: [51/2] time: 8.170s, g_loss:0.100, d_loss: 1.382
Epoch: [220/500] step: [52/2] time: 8.205s, g_loss:0.094, d_loss: 1.385
Epoch: [220/500] step: [53/2] time: 8.237s, g_loss:0.098, d_loss: 1.386
Epoch: [220/500] step: [54/2] time: 8.233s, g_loss:0.073, d_loss: 1.388
Epoch: [220/500] step: [55/2] time: 8.222s, g_loss:0.098, d_loss: 1.387
Epoch: [220/500] step: [56/2] time: 8.228s, g_loss:0.109, d_loss: 1.387
Epoch: [220/500] step: [57/2] time: 8.199s, g_loss:0.099, d_loss: 1.386
Epoch: [220/500] step: [58/2] time: 8.204s, g_loss:0.104, d_loss: 1.386
Epoch: [220/500] step: [59/2] time: 8.207s, g_loss:0.098, d_loss: 1.388
Epoch: [220/500] step: [60/2] time: 8.239s, g_loss:0.099, d_loss: 1.382
Epoch: [220/500] step: [61/2] time: 8.228s, g_loss:0.089, d_loss: 1.385
Epoch: [220/500] step: [62/2] time: 8.196s, g_loss:0.086, d_loss: 1.385
Epoch: [220/500] step: [63/2] time: 8.211s, g_loss:0.098, d_loss: 1.382
Epoch: [220/500] step: [64/2] time: 8.233s, g_loss:0.091, d_loss: 1.385
Epoch: [220/500] step: [65/2] time: 8.205s, g_loss:0.090, d_loss: 1.384
Epoch: [220/500] step: [66/2] time: 8.183s, g_loss:0.101, d_loss: 1.384
Epoch: [220/500] step: [67/2] time: 8.250s, g_loss:0.101, d_loss: 1.384
Epoch: [220/500] step: [68/2] time: 8.230s, g_loss:0.091, d_loss: 1.383
Epoch: [220/500] step: [69/2] time: 3.899s, g_loss:0.074, d_loss: 1.387
Epoch 221: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
[TLX] [*] Model saved in npz_dict models/g.npz
[TLX] [*] Model saved in npz_dict models/d.npz
Epoch: [221/500] step: [0/2] time: 8.227s, g_loss:0.092, d_loss: 1.385
Epoch: [221/500] step: [1/2] time: 8.255s, g_loss:0.083, d_loss: 1.389
Epoch: [221/500] step: [2/2] time: 8.205s, g_loss:0.104, d_loss: 1.385
Epoch: [221/500] step: [3/2] time: 8.216s, g_loss:0.105, d_loss: 1.388
Epoch: [221/500] step: [4/2] time: 8.214s, g_loss:0.116, d_loss: 1.381
Epoch: [221/500] step: [5/2] time: 8.171s, g_loss:0.092, d_loss: 1.387
Epoch: [221/500] step: [6/2] time: 8.203s, g_loss:0.086, d_loss: 1.384
Epoch: [221/500] step: [7/2] time: 8.247s, g_loss:0.097, d_loss: 1.386
Epoch: [221/500] step: [8/2] time: 8.206s, g_loss:0.104, d_loss: 1.386
Epoch: [221/500] step: [9/2] time: 8.180s, g_loss:0.090, d_loss: 1.387
Epoch: [221/500] step: [10/2] time: 8.246s, g_loss:0.108, d_loss: 1.385
Epoch: [221/500] step: [11/2] time: 8.203s, g_loss:0.077, d_loss: 1.389
Epoch: [221/500] step: [12/2] time: 8.229s, g_loss:0.106, d_loss: 1.385
Epoch: [221/500] step: [13/2] time: 8.234s, g_loss:0.086, d_loss: 1.389
Epoch: [221/500] step: [14/2] time: 8.166s, g_loss:0.096, d_loss: 1.387
Epoch: [221/500] step: [15/2] time: 8.220s, g_loss:0.103, d_loss: 1.389
Epoch: [221/500] step: [16/2] time: 8.247s, g_loss:0.098, d_loss: 1.388
Epoch: [221/500] step: [17/2] time: 8.207s, g_loss:0.092, d_loss: 1.384
Epoch: [221/500] step: [18/2] time: 8.204s, g_loss:0.084, d_loss: 1.389
Epoch: [221/500] step: [19/2] time: 8.229s, g_loss:0.096, d_loss: 1.387
Epoch: [221/500] step: [20/2] time: 8.195s, g_loss:0.103, d_loss: 1.387
Epoch: [221/500] step: [21/2] time: 8.227s, g_loss:0.112, d_loss: 1.382
Epoch: [221/500] step: [22/2] time: 8.233s, g_loss:0.093, d_loss: 1.384
Epoch: [221/500] step: [23/2] time: 8.235s, g_loss:0.081, d_loss: 1.384
Epoch: [221/500] step: [24/2] time: 8.279s, g_loss:0.107, d_loss: 1.386
Epoch: [221/500] step: [25/2] time: 8.257s, g_loss:0.108, d_loss: 1.384
Epoch: [221/500] step: [26/2] time: 8.213s, g_loss:0.090, d_loss: 1.386
Epoch: [221/500] step: [27/2] time: 8.233s, g_loss:0.100, d_loss: 1.381
Epoch: [221/500] step: [28/2] time: 8.221s, g_loss:0.095, d_loss: 1.386
Epoch: [221/500] step: [29/2] time: 8.252s, g_loss:0.093, d_loss: 1.384
Epoch: [221/500] step: [30/2] time: 8.255s, g_loss:0.101, d_loss: 1.384
Epoch: [221/500] step: [31/2] time: 8.229s, g_loss:0.078, d_loss: 1.386
Epoch: [221/500] step: [32/2] time: 8.242s, g_loss:0.098, d_loss: 1.385
Epoch: [221/500] step: [33/2] time: 8.237s, g_loss:0.105, d_loss: 1.387
Epoch: [221/500] step: [34/2] time: 8.189s, g_loss:0.095, d_loss: 1.384
Epoch: [221/500] step: [35/2] time: 8.203s, g_loss:0.099, d_loss: 1.385
Epoch: [221/500] step: [36/2] time: 8.217s, g_loss:0.126, d_loss: 1.377
Epoch: [221/500] step: [37/2] time: 8.198s, g_loss:0.093, d_loss: 1.387
Epoch: [221/500] step: [38/2] time: 8.179s, g_loss:0.096, d_loss: 1.386
Epoch: [221/500] step: [39/2] time: 8.195s, g_loss:0.107, d_loss: 1.385
Epoch: [221/500] step: [40/2] time: 8.233s, g_loss:0.081, d_loss: 1.385
Epoch: [221/500] step: [41/2] time: 8.223s, g_loss:0.094, d_loss: 1.385
Epoch: [221/500] step: [42/2] time: 8.224s, g_loss:0.085, d_loss: 1.386
Epoch: [221/500] step: [43/2] time: 8.162s, g_loss:0.110, d_loss: 1.391
Epoch: [221/500] step: [44/2] time: 8.534s, g_loss:0.103, d_loss: 1.386
Epoch: [221/500] step: [45/2] time: 8.613s, g_loss:0.095, d_loss: 1.381
Epoch: [221/500] step: [46/2] time: 9.772s, g_loss:0.092, d_loss: 1.388
Epoch: [221/500] step: [47/2] time: 9.259s, g_loss:0.099, d_loss: 1.385
Epoch: [221/500] step: [48/2] time: 8.879s, g_loss:0.097, d_loss: 1.392
Epoch: [221/500] step: [49/2] time: 8.899s, g_loss:0.087, d_loss: 1.381
Epoch: [221/500] step: [50/2] time: 8.859s, g_loss:0.087, d_loss: 1.384
Epoch: [221/500] step: [51/2] time: 8.982s, g_loss:0.096, d_loss: 1.385
Epoch: [221/500] step: [52/2] time: 8.357s, g_loss:0.102, d_loss: 1.387
Epoch: [221/500] step: [53/2] time: 8.376s, g_loss:0.090, d_loss: 1.388
Epoch: [221/500] step: [54/2] time: 8.355s, g_loss:0.095, d_loss: 1.389
Epoch: [221/500] step: [55/2] time: 8.371s, g_loss:0.099, d_loss: 1.386
Epoch: [221/500] step: [56/2] time: 8.339s, g_loss:0.111, d_loss: 1.385
Epoch: [221/500] step: [57/2] time: 8.331s, g_loss:0.092, d_loss: 1.387
Epoch: [221/500] step: [58/2] time: 8.374s, g_loss:0.093, d_loss: 1.388
Epoch: [221/500] step: [59/2] time: 8.351s, g_loss:0.087, d_loss: 1.385
Epoch: [221/500] step: [60/2] time: 8.369s, g_loss:0.096, d_loss: 1.385
Epoch: [221/500] step: [61/2] time: 8.397s, g_loss:0.083, d_loss: 1.389
Epoch: [221/500] step: [62/2] time: 8.323s, g_loss:0.107, d_loss: 1.392
Epoch: [221/500] step: [63/2] time: 8.397s, g_loss:0.098, d_loss: 1.387
Epoch: [221/500] step: [64/2] time: 8.366s, g_loss:0.094, d_loss: 1.391
Epoch: [221/500] step: [65/2] time: 8.363s, g_loss:0.093, d_loss: 1.385
Epoch: [221/500] step: [66/2] time: 8.405s, g_loss:0.090, d_loss: 1.394
Epoch: [221/500] step: [67/2] time: 8.331s, g_loss:0.098, d_loss: 1.389
Epoch: [221/500] step: [68/2] time: 8.366s, g_loss:0.108, d_loss: 1.387
Epoch: [221/500] step: [69/2] time: 3.922s, g_loss:0.095, d_loss: 1.380
Epoch 222: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [222/500] step: [0/2] time: 8.347s, g_loss:0.080, d_loss: 1.388
Epoch: [222/500] step: [1/2] time: 8.341s, g_loss:0.073, d_loss: 1.388
Epoch: [222/500] step: [2/2] time: 8.386s, g_loss:0.095, d_loss: 1.392
Epoch: [222/500] step: [3/2] time: 8.377s, g_loss:0.089, d_loss: 1.387
Epoch: [222/500] step: [4/2] time: 8.365s, g_loss:0.093, d_loss: 1.387
Epoch: [222/500] step: [5/2] time: 8.309s, g_loss:0.067, d_loss: 1.393
Epoch: [222/500] step: [6/2] time: 8.364s, g_loss:0.099, d_loss: 1.389
Epoch: [222/500] step: [7/2] time: 8.362s, g_loss:0.097, d_loss: 1.387
Epoch: [222/500] step: [8/2] time: 8.364s, g_loss:0.103, d_loss: 1.391
Epoch: [222/500] step: [9/2] time: 8.365s, g_loss:0.091, d_loss: 1.387
Epoch: [222/500] step: [10/2] time: 8.393s, g_loss:0.090, d_loss: 1.388
Epoch: [222/500] step: [11/2] time: 8.351s, g_loss:0.094, d_loss: 1.392
Epoch: [222/500] step: [12/2] time: 8.352s, g_loss:0.086, d_loss: 1.383
Epoch: [222/500] step: [13/2] time: 8.319s, g_loss:0.101, d_loss: 1.389
Epoch: [222/500] step: [14/2] time: 8.386s, g_loss:0.098, d_loss: 1.385
Epoch: [222/500] step: [15/2] time: 8.355s, g_loss:0.101, d_loss: 1.384
Epoch: [222/500] step: [16/2] time: 8.374s, g_loss:0.090, d_loss: 1.386
Epoch: [222/500] step: [17/2] time: 8.349s, g_loss:0.100, d_loss: 1.384
Epoch: [222/500] step: [18/2] time: 8.359s, g_loss:0.085, d_loss: 1.387
Epoch: [222/500] step: [19/2] time: 8.369s, g_loss:0.085, d_loss: 1.389
Epoch: [222/500] step: [20/2] time: 8.314s, g_loss:0.076, d_loss: 1.384
Epoch: [222/500] step: [21/2] time: 8.338s, g_loss:0.084, d_loss: 1.390
Epoch: [222/500] step: [22/2] time: 8.384s, g_loss:0.097, d_loss: 1.388
Epoch: [222/500] step: [23/2] time: 8.360s, g_loss:0.079, d_loss: 1.387
Epoch: [222/500] step: [24/2] time: 8.309s, g_loss:0.084, d_loss: 1.389
Epoch: [222/500] step: [25/2] time: 8.357s, g_loss:0.125, d_loss: 1.379
Epoch: [222/500] step: [26/2] time: 8.391s, g_loss:0.099, d_loss: 1.388
Epoch: [222/500] step: [27/2] time: 8.339s, g_loss:0.097, d_loss: 1.385
Epoch: [222/500] step: [28/2] time: 8.389s, g_loss:0.089, d_loss: 1.383
Epoch: [222/500] step: [29/2] time: 8.350s, g_loss:0.098, d_loss: 1.385
Epoch: [222/500] step: [30/2] time: 8.376s, g_loss:0.110, d_loss: 1.390
Epoch: [222/500] step: [31/2] time: 8.356s, g_loss:0.104, d_loss: 1.385
Epoch: [222/500] step: [32/2] time: 8.366s, g_loss:0.094, d_loss: 1.386
Epoch: [222/500] step: [33/2] time: 8.359s, g_loss:0.074, d_loss: 1.388
Epoch: [222/500] step: [34/2] time: 8.331s, g_loss:0.089, d_loss: 1.388
Epoch: [222/500] step: [35/2] time: 8.360s, g_loss:0.093, d_loss: 1.388
Epoch: [222/500] step: [36/2] time: 8.382s, g_loss:0.095, d_loss: 1.386
Epoch: [222/500] step: [37/2] time: 8.319s, g_loss:0.102, d_loss: 1.387
Epoch: [222/500] step: [38/2] time: 8.339s, g_loss:0.106, d_loss: 1.386
Epoch: [222/500] step: [39/2] time: 8.373s, g_loss:0.092, d_loss: 1.383
Epoch: [222/500] step: [40/2] time: 8.338s, g_loss:0.107, d_loss: 1.391
Epoch: [222/500] step: [41/2] time: 8.372s, g_loss:0.099, d_loss: 1.388
Epoch: [222/500] step: [42/2] time: 8.349s, g_loss:0.082, d_loss: 1.386

